Id,Site.Account_Name,Configuration,Player_Name,Item_Name,Name,Status,Orientation,Layout,Warranty_End_Date_calc
2648626000009013031,"7-11 Toronto 33411","Menu Boards",711-33411MA0,QB3,AB322019010663,Installed,Landscape,2648626000000315682,2020-05-29
2648626000009013037,"7-11 Toronto 33411","Menu Boards",711-33411MA1,QB3,AB322019011364,Installed,Landscape,2648626000000315682,2020-05-29
2648626000009013043,"7-11 Toronto 33411","Menu Boards",711-33411MA2,QB3,AB322019011397,Installed,Landscape,2648626000000315682,2020-05-29
2648626000009013049,"7-11 Toronto 33411","Menu Boards",711-33411MA3,QB3,AB322019010670,Installed,Landscape,2648626000000315682,2020-05-29
2648626000009013055,"7-11 Toronto 33411","Slupee TV",711-33411SA0,QB3,AB322019011362,Installed,Landscape,2648626000000315682,2020-05-29
2648626000009013061,"7-11 Toronto 33411","Slupee TV",711-33411SA1,QB3,AB322019011363,Installed,Landscape,2648626000000315682,2020-05-29
2648626000009015037,"7-11 St. Catharines 24012","Slupee TV",TVSA0,"Sharp PN-Y436",9S016882,Installed,,2648626000000315682,2022-05-21
2648626000009015043,"7-11 St. Catharines 24012","Slupee TV",TVSA1,"Sharp PN-Y436",7S00326,Installed,,2648626000000315682,2022-05-21
2648626000009015049,"7-11 St. Catharines 24012","Slupee TV",TVSA2,"Sharp PN-Y436",9S015762,Installed,,2648626000000315682,2022-05-21
2648626000009015055,"7-11 St. Catharines 24012","Next Gen Coffee Bar",TVCA0,"Sharp PN-Y436",9S016782,Installed,,2648626000000315682,2022-05-21
2648626000009015061,"7-11 St. Catharines 24012","Next Gen Coffee Bar",TVCA1,"Sharp PN-Y436",9S017422,Installed,,2648626000000315682,2022-05-21
2648626000009015067,"7-11 St. Catharines 24012","Next Gen Coffee Bar",TVCB0,"Sharp PN-Y436",9S917462,Installed,,2648626000000315682,2022-05-21
2648626000009015073,"7-11 St. Catharines 24012","Next Gen Coffee Bar",TVCB1,"Sharp PN-Y436",9S017432,Installed,,2648626000000315682,2022-05-21
2648626000009015082,"7-11 St. Catharines 24012","Menu Boards",TVMA0,"Sharp PN-Y436",9S016832,Installed,,2648626000000315682,2022-05-21
2648626000009015088,"7-11 St. Catharines 24012","Menu Boards",TVMA1,"Sharp PN-Y436",9S015352,Installed,,2648626000000315682,2022-05-21
2648626000009015094,"7-11 St. Catharines 24012","Menu Boards",TVMA2,"Sharp PN-Y436",9S015712,Installed,,2648626000000315682,2022-05-21
2648626000009015100,"7-11 St. Catharines 24012","Menu Boards",TVMA3,"Sharp PN-Y436",9S016862,Installed,,2648626000000315682,2022-05-21
2648626000009016001,"7-11 St. Catharines 24012","Promotional Display",Router,"Ubiquiti Router",B4FBE4B396C4,Installed,,2648626000000315682,2020-05-21
2648626000009032001,"7-11 Toronto 33259",UR-Tunes,711-33259AA0,QB3,AB322019011367,Installed,Landscape,2648626000000315682,2020-06-05
2648626000009032007,"7-11 Toronto 33259","Next Gen Coffee Bar",711-33259CA0,QB3,AB322019011366,Installed,Landscape,2648626000000315682,2020-06-05
2648626000009032013,"7-11 Toronto 33259","Next Gen Coffee Bar",711-33259CA1,QB3,AB322019011368,Installed,Landscape,2648626000000315682,2020-06-05
2648626000009032019,"7-11 Toronto 33259","Next Gen Coffee Bar",711-33259CB0,QB3,AB322019011370,Installed,Landscape,2648626000000315682,2020-06-05
2648626000009032025,"7-11 Toronto 33259","Next Gen Coffee Bar",711-33259CB1,QB3,AB322019011369,Installed,Landscape,2648626000000315682,2020-06-05
2648626000009032031,"7-11 Toronto 33259","Menu Boards",711-33259MA0,QB3,AB32201901139,Installed,Landscape,2648626000000315682,2020-06-05
2648626000009032037,"7-11 Toronto 33259","Menu Boards",711-33259MA1,QB3,AB322019011400,Installed,Landscape,2648626000000315682,2020-06-05
